Timestamp,CPU Usage (%),Memory Usage (MB),Disk I/O (KB/s)
2023-11-22 22:48:10,2.26,4249,0
0,,,
0,,,
0,,,
2023-11-22 22:48:14,4.55,4242,0
0,,,
0,,,
0,,,
2023-11-22 22:48:17,10.78,4237,0
0,,,
19.42,,,
0,,,
2023-11-22 22:48:21,4.87,4300,0
0,,,
0,,,
0,,,
2023-11-22 22:48:25,1.52,4260,0
0,,,
0,,,
0,,,
2023-11-22 22:48:28,1.26,4283,0
0,,,
0,,,
0,,,
2023-11-22 22:48:32,1.01,4283,0
0,,,
0,,,
0,,,
2023-11-22 22:48:35,0.5,4233,0
0,,,
0,,,
0,,,
2023-11-22 22:48:39,2.76,4244,0
0,,,
0,,,
0,,,
2023-11-22 22:48:43,3.48,4248,0
0,,,
0,,,
0,,,
2023-11-22 22:48:46,0.25,4237,0
0,,,
0,,,
0,,,
2023-11-22 22:48:50,4.55,4271,0
0,,,
0,,,
0,,,
2023-11-22 22:48:53,6.02,4273,0
0,,,
0,,,
0,,,
2023-11-22 22:48:57,1.52,4255,0
0,,,
0,,,
0,,,
2023-11-22 22:49:01,2.26,4265,0
0,,,
0,,,
0,,,
2023-11-22 22:49:04,2.76,4241,0
0,,,
0,,,
0,,,
2023-11-22 22:49:08,1.51,4247,0
0,,,
0,,,
0,,,
2023-11-22 22:49:11,2.76,4249,0
0,,,
0,,,
0,,,
2023-11-22 22:49:15,2.51,4248,0
0,,,
0,,,
0,,,
2023-11-22 22:49:19,2.25,4255,0
0,,,
0,,,
0,,,
2023-11-22 22:49:22,1.76,4229,0
0,,,
0,,,
0,,,
2023-11-22 22:49:26,2.74,4234,0
0,,,
0,,,
0,,,
2023-11-22 22:49:30,1.51,4238,0
0,,,
0,,,
0,,,
2023-11-22 22:49:33,1.76,4248,0
0,,,
0,,,
0,,,
2023-11-22 22:49:37,2.52,4248,0
0,,,
0,,,
0,,,
2023-11-22 22:49:40,2.51,4251,0
0,,,
0,,,
0,,,
2023-11-22 22:49:44,2.01,4231,0
0,,,
0,,,
0,,,
2023-11-22 22:49:48,2.52,4243,0
0,,,
0,,,
0,,,
2023-11-22 22:49:51,2.26,4247,0
0,,,
0,,,
0,,,
2023-11-22 22:49:55,1.26,4237,0
0,,,
3.25,,,
0,,,
2023-11-22 22:49:58,3.25,4235,0
0,,,
0,,,
0,,,
2023-11-22 22:50:02,1.77,4242,0
0,,,
0,,,
0,,,
2023-11-22 22:50:06,2.76,4233,0
0,,,
0,,,
0,,,
2023-11-22 22:50:09,2.27,4243,0
0,,,
0,,,
0,,,
2023-11-22 22:50:13,4.23,4233,0
0,,,
0,,,
0,,,
2023-11-22 22:50:16,2.29,4243,0
0,,,
0,,,
0,,,
2023-11-22 22:50:20,23.62,4250,0
0,,,
0,,,
0,,,
2023-11-22 22:50:24,2.01,4251,0
0,,,
0,,,
0,,,
2023-11-22 22:50:27,2.28,4251,0
0,,,
0,,,
0,,,
2023-11-22 22:50:31,2.02,4251,0
0,,,
0,,,
0,,,
2023-11-22 22:50:34,1.76,4248,0
0,,,
0,,,
0,,,
2023-11-22 22:50:38,2,4249,0
0,,,
0,,,
0,,,
2023-11-22 22:50:42,5.26,4227,0
0,,,
0,,,
0,,,
2023-11-22 22:50:45,3.25,4234,0
0,,,
0,,,
0,,,
2023-11-22 22:50:49,7.07,4236,0
0,,,
0,,,
0,,,
2023-11-22 22:50:53,2.77,4217,0
0,,,
0,,,
0,,,
2023-11-22 22:50:56,8.93,4235,0
0,,,
0,,,
0,,,
2023-11-22 22:51:00,3.26,4254,0
0,,,
0,,,
0,,,
2023-11-22 22:51:03,2.27,4256,0
0,,,
0,,,
0,,,
2023-11-22 22:51:07,2.27,4262,0
0,,,
0,,,
0,,,
2023-11-22 22:51:11,1.02,4267,0
0,,,
0,,,
0,,,
2023-11-22 22:51:14,3.28,4244,0
0,,,
0,,,
0,,,
2023-11-22 22:51:18,2.28,4225,0
0,,,
0,,,
0,,,
2023-11-22 22:51:21,2.51,4216,0
0,,,
0,,,
0,,,
2023-11-22 22:51:25,2.27,4225,0
0,,,
0,,,
0,,,
2023-11-22 22:51:29,3.51,4213,0
0,,,
0,,,
0,,,
2023-11-22 22:51:32,1.52,4224,0
0,,,
0,,,
0,,,
2023-11-22 22:51:36,1.51,4224,0
0,,,
0,,,
0,,,
2023-11-22 22:51:40,2.52,4214,0
0,,,
0,,,
0,,,
2023-11-22 22:51:43,2.26,4216,0
0,,,
0,,,
0,,,
2023-11-22 22:51:47,1.01,4200,0
0,,,
0,,,
0,,,
2023-11-22 22:51:50,1.26,4216,0
0,,,
0,,,
0,,,
2023-11-22 22:51:54,1.01,4219,0
0,,,
0,,,
0,,,
2023-11-22 22:51:58,3.25,4203,0
0,,,
0,,,
0,,,
2023-11-22 22:52:01,2.75,4214,0
0,,,
0,,,
0,,,
2023-11-22 22:52:05,4.53,4011,0
0,,,
0,,,
0,,,
2023-11-22 22:52:08,1.76,3981,0
0,,,
0,,,
0,,,
AVERAGE,4.246,4244.95789473684,0
